Population,Line,Plate,Individual,Chr2_Crossovers,Chr3_Crossovers,Chr4_Crossovers,ChrX_Crossovers
AFC,AFC_14,AFC_14_19,AFC_14_19_G01,3,0,0,1
AFC,AFC_14,AFC_14_19,AFC_14_19_G02,1,1,1,2
AFC,AFC_14,AFC_14_19,AFC_14_19_G03,1,0,0,2
AFC,AFC_14,AFC_14_19,AFC_14_19_G04,3,1,1,2
AFC,AFC_14,AFC_14_19,AFC_14_19_G05,4,0,1,2
AFC,AFC_14,AFC_14_19,AFC_14_19_G06,0,0,0,0
AFC,AFC_14,AFC_14_19,AFC_14_19_G08,2,0,1,3
AFC,AFC_14,AFC_14_19,AFC_14_19_G09,1,1,1,1
AFC,AFC_14,AFC_14_19,AFC_14_19_G10,0,1,0,2
AFC,AFC_14,AFC_14_19,AFC_14_19_G11,1,1,0,3
AFC,AFC_14,AFC_14_19,AFC_14_19_G12,4,0,1,2
AFC,AFC_14,AFC_14_19,AFC_14_19_H01,1,0,2,0
AFC,AFC_14,AFC_14_19,AFC_14_19_H02,3,0,1,4
AFC,AFC_14,AFC_14_19,AFC_14_19_H03,1,0,1,1
AFC,AFC_14,AFC_14_19,AFC_14_19_H04,2,2,2,0
AFC,AFC_14,AFC_14_19,AFC_14_19_H05,2,0,2,1
AFC,AFC_14,AFC_14_19,AFC_14_19_H06,3,1,1,1
AFC,AFC_14,AFC_14_19,AFC_14_19_H07,3,1,0,3
AFC,AFC_14,AFC_14_19,AFC_14_19_H08,3,0,1,4
AFC,AFC_14,AFC_14_19,AFC_14_19_H09,1,1,0,4
AFC,AFC_14,AFC_14_19,AFC_14_19_H10,2,1,1,3
AFC,AFC_14,AFC_14_19,AFC_14_19_H11,3,0,1,5
AFC,AFC_14,AFC_14_20,AFC_14_20_A05,2,2,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_A06,0,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_A08,4,1,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_A09,1,1,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_A10,2,1,2,4
AFC,AFC_14,AFC_14_20,AFC_14_20_A11,3,0,1,0
AFC,AFC_14,AFC_14_20,AFC_14_20_A12,3,1,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_B03,1,0,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_B04,1,0,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_B05,1,1,0,1
AFC,AFC_14,AFC_14_20,AFC_14_20_B06,3,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_B07,3,1,1,3
AFC,AFC_14,AFC_14_20,AFC_14_20_B08,3,1,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_B09,0,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_B10,3,1,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_B11,0,0,2,2
AFC,AFC_14,AFC_14_20,AFC_14_20_B12,3,1,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_C01,1,0,1,0
AFC,AFC_14,AFC_14_20,AFC_14_20_C04,2,0,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_C05,2,0,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_C06,3,3,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_C07,4,1,2,3
AFC,AFC_14,AFC_14_20,AFC_14_20_C08,2,1,1,4
AFC,AFC_14,AFC_14_20,AFC_14_20_C09,4,0,0,1
AFC,AFC_14,AFC_14_20,AFC_14_20_C10,3,0,1,4
AFC,AFC_14,AFC_14_20,AFC_14_20_C11,1,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_C12,3,0,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_D01,2,0,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_D02,3,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_D03,3,0,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_D04,NA,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_D05,3,1,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_D06,3,1,2,3
AFC,AFC_14,AFC_14_20,AFC_14_20_D07,4,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_D08,3,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_D09,3,2,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_D10,3,1,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_D12,4,1,0,1
AFC,AFC_14,AFC_14_20,AFC_14_20_E01,3,1,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_E02,3,0,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_E03,3,0,0,5
AFC,AFC_14,AFC_14_20,AFC_14_20_E04,0,1,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_E05,3,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_E06,3,1,1,3
AFC,AFC_14,AFC_14_20,AFC_14_20_E07,0,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_E08,3,1,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_E09,0,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_E10,1,2,2,2
AFC,AFC_14,AFC_14_20,AFC_14_20_E11,3,0,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_E12,3,1,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_F01,1,0,0,3
AFC,AFC_14,AFC_14_20,AFC_14_20_F02,4,0,1,3
AFC,AFC_14,AFC_14_20,AFC_14_20_F04,1,1,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_F05,3,2,1,3
AFC,AFC_14,AFC_14_20,AFC_14_20_F06,1,0,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_F07,1,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_F08,4,0,1,0
AFC,AFC_14,AFC_14_20,AFC_14_20_F09,1,0,0,4
AFC,AFC_14,AFC_14_20,AFC_14_20_F10,0,1,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_F11,3,0,2,1
AFC,AFC_14,AFC_14_20,AFC_14_20_F12,2,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_G01,4,0,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_G02,1,1,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_G03,3,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_G05,3,0,2,3
AFC,AFC_14,AFC_14_20,AFC_14_20_G06,1,1,2,0
AFC,AFC_14,AFC_14_20,AFC_14_20_G07,3,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_G09,3,0,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_G11,4,1,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_G12,2,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_H01,2,0,2,0
AFC,AFC_14,AFC_14_20,AFC_14_20_H02,0,0,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_H03,2,0,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_H04,2,0,2,2
AFC,AFC_14,AFC_14_20,AFC_14_20_H05,3,0,1,3
AFC,AFC_14,AFC_14_20,AFC_14_20_H06,0,2,3,3
AFC,AFC_14,AFC_14_20,AFC_14_20_H07,1,1,0,1
AFC,AFC_14,AFC_14_20,AFC_14_20_H08,0,1,1,1
AFC,AFC_14,AFC_14_20,AFC_14_20_H10,4,1,0,2
AFC,AFC_14,AFC_14_20,AFC_14_20_H11,0,0,1,2
AFC,AFC_14,AFC_14_20,AFC_14_20_H12,2,2,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_A06,1,0,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_A08,2,1,2,2
AFC,AFC_19,AFC_19_15,AFC_19_15_B01,0,0,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_B03,1,2,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_B04,3,0,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_B05,2,0,0,1
AFC,AFC_19,AFC_19_15,AFC_19_15_B07,2,1,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_B08,2,2,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_B10,3,0,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_B11,2,2,2,3
AFC,AFC_19,AFC_19_15,AFC_19_15_B12,1,0,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_C01,2,1,2,3
AFC,AFC_19,AFC_19_15,AFC_19_15_C02,1,0,2,3
AFC,AFC_19,AFC_19_15,AFC_19_15_C03,1,1,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_C04,2,0,2,3
AFC,AFC_19,AFC_19_15,AFC_19_15_C05,0,2,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_C06,1,0,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_C07,1,1,0,3
AFC,AFC_19,AFC_19_15,AFC_19_15_C08,0,0,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_C09,2,1,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_C10,0,0,2,5
AFC,AFC_19,AFC_19_15,AFC_19_15_C12,3,2,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_D01,1,1,2,2
AFC,AFC_19,AFC_19_15,AFC_19_15_D02,2,1,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_D03,1,0,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_D04,2,0,0,NA
AFC,AFC_19,AFC_19_15,AFC_19_15_D05,1,0,1,4
AFC,AFC_19,AFC_19_15,AFC_19_15_D06,1,0,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_D07,4,1,0,3
AFC,AFC_19,AFC_19_15,AFC_19_15_D09,1,1,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_D10,1,2,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_D11,0,1,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_D12,1,1,1,1
AFC,AFC_19,AFC_19_15,AFC_19_15_E01,2,2,3,2
AFC,AFC_19,AFC_19_15,AFC_19_15_E02,2,2,0,3
AFC,AFC_19,AFC_19_15,AFC_19_15_E03,1,2,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_E04,2,1,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_E05,4,1,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_E06,1,0,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_E07,0,1,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_E08,2,1,0,4
AFC,AFC_19,AFC_19_15,AFC_19_15_E10,1,1,2,4
AFC,AFC_19,AFC_19_15,AFC_19_15_E11,1,1,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_E12,2,0,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_F01,1,1,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_F02,1,1,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_F03,2,0,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_F04,1,2,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_F05,2,0,0,1
AFC,AFC_19,AFC_19_15,AFC_19_15_F06,1,1,1,0
AFC,AFC_19,AFC_19_15,AFC_19_15_F07,0,1,2,3
AFC,AFC_19,AFC_19_15,AFC_19_15_F08,2,0,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_F09,0,3,2,4
AFC,AFC_19,AFC_19_15,AFC_19_15_F10,3,0,1,2
AFC,AFC_19,AFC_19_15,AFC_19_15_F11,3,1,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_F12,1,1,2,4
AFC,AFC_19,AFC_19_15,AFC_19_15_G01,0,2,0,3
AFC,AFC_19,AFC_19_15,AFC_19_15_G02,2,1,0,3
AFC,AFC_19,AFC_19_15,AFC_19_15_G03,2,1,3,4
AFC,AFC_19,AFC_19_15,AFC_19_15_G04,2,0,2,2
AFC,AFC_19,AFC_19_15,AFC_19_15_G05,3,1,2,1
AFC,AFC_19,AFC_19_15,AFC_19_15_G06,1,1,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_G08,0,0,2,4
AFC,AFC_19,AFC_19_15,AFC_19_15_G09,3,1,1,4
AFC,AFC_19,AFC_19_15,AFC_19_15_G10,3,0,2,3
AFC,AFC_19,AFC_19_15,AFC_19_15_G11,2,1,2,2
AFC,AFC_19,AFC_19_15,AFC_19_15_H01,1,2,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_H03,0,2,0,3
AFC,AFC_19,AFC_19_15,AFC_19_15_H04,1,1,1,3
AFC,AFC_19,AFC_19_15,AFC_19_15_H05,0,0,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_H06,0,1,1,0
AFC,AFC_19,AFC_19_15,AFC_19_15_H07,3,1,1,0
AFC,AFC_19,AFC_19_15,AFC_19_15_H08,2,1,0,2
AFC,AFC_19,AFC_19_15,AFC_19_15_H09,1,1,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_A01,1,0,0,1
AFC,AFC_19,AFC_19_18,AFC_19_18_A02,2,1,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_A03,1,1,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_A04,1,0,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_A05,1,1,2,3
AFC,AFC_19,AFC_19_18,AFC_19_18_A06,1,1,2,3
AFC,AFC_19,AFC_19_18,AFC_19_18_A07,1,1,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_A08,1,0,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_A09,0,1,2,0
AFC,AFC_19,AFC_19_18,AFC_19_18_A10,2,0,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_A11,1,0,3,4
AFC,AFC_19,AFC_19_18,AFC_19_18_A12,1,2,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_B01,2,0,1,0
AFC,AFC_19,AFC_19_18,AFC_19_18_B02,2,2,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_B04,1,2,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_B05,3,2,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_B09,1,1,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_B10,1,0,2,1
AFC,AFC_19,AFC_19_18,AFC_19_18_B11,0,0,2,0
AFC,AFC_19,AFC_19_18,AFC_19_18_B12,1,1,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_C01,3,0,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_C02,0,0,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_C03,0,1,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_C05,1,0,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_C06,2,1,1,0
AFC,AFC_19,AFC_19_18,AFC_19_18_C07,2,2,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_C08,2,0,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_C09,3,1,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_C10,1,1,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_C11,2,1,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_C12,3,1,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_D01,1,1,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_D02,2,1,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_D03,1,0,1,0
AFC,AFC_19,AFC_19_18,AFC_19_18_D04,2,1,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_D05,2,0,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_D06,2,1,1,4
AFC,AFC_19,AFC_19_18,AFC_19_18_D07,0,1,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_D08,4,1,2,0
AFC,AFC_19,AFC_19_18,AFC_19_18_D09,1,0,2,1
AFC,AFC_19,AFC_19_18,AFC_19_18_D11,2,1,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_D12,1,1,1,0
AFC,AFC_19,AFC_19_18,AFC_19_18_E01,3,0,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_E02,2,1,0,1
AFC,AFC_19,AFC_19_18,AFC_19_18_E03,1,2,0,1
AFC,AFC_19,AFC_19_18,AFC_19_18_E04,1,1,3,0
AFC,AFC_19,AFC_19_18,AFC_19_18_E06,2,1,0,1
AFC,AFC_19,AFC_19_18,AFC_19_18_E07,2,0,2,0
AFC,AFC_19,AFC_19_18,AFC_19_18_E08,1,1,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_E09,0,1,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_E10,1,0,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_E11,3,1,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_E12,1,1,0,5
AFC,AFC_19,AFC_19_18,AFC_19_18_F01,0,0,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F02,1,0,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F03,2,1,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F04,2,0,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F05,1,1,3,1
AFC,AFC_19,AFC_19_18,AFC_19_18_F06,3,2,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F07,1,1,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F08,2,1,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_F09,1,0,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_F10,1,1,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_F11,2,2,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_G01,2,1,3,3
AFC,AFC_19,AFC_19_18,AFC_19_18_G02,2,1,0,2
AFC,AFC_19,AFC_19_18,AFC_19_18_G03,1,1,1,4
AFC,AFC_19,AFC_19_18,AFC_19_18_G04,2,2,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_G05,0,1,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_G06,1,0,2,5
AFC,AFC_19,AFC_19_18,AFC_19_18_G07,1,2,1,0
AFC,AFC_19,AFC_19_18,AFC_19_18_G08,1,1,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_G09,2,1,1,5
AFC,AFC_19,AFC_19_18,AFC_19_18_G10,2,1,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_G11,2,1,1,NA
AFC,AFC_19,AFC_19_18,AFC_19_18_H01,2,0,3,4
AFC,AFC_19,AFC_19_18,AFC_19_18_H02,0,1,1,0
AFC,AFC_19,AFC_19_18,AFC_19_18_H03,2,0,1,3
AFC,AFC_19,AFC_19_18,AFC_19_18_H04,2,2,2,2
AFC,AFC_19,AFC_19_18,AFC_19_18_H05,1,0,1,1
AFC,AFC_19,AFC_19_18,AFC_19_18_H06,1,1,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_H07,0,2,0,3
AFC,AFC_19,AFC_19_18,AFC_19_18_H08,1,0,1,2
AFC,AFC_19,AFC_19_18,AFC_19_18_H09,1,1,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_A01,1,1,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_A02,1,0,2,2
AFC,AFC_19,AFC_19_19,AFC_19_19_A03,1,1,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_A05,0,1,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_A06,2,0,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_A07,1,2,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_A08,1,2,2,3
AFC,AFC_19,AFC_19_19,AFC_19_19_A09,1,2,4,2
AFC,AFC_19,AFC_19_19,AFC_19_19_A11,1,2,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_A12,1,0,2,1
AFC,AFC_19,AFC_19_19,AFC_19_19_B01,2,1,0,0
AFC,AFC_19,AFC_19_19,AFC_19_19_B02,4,3,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_B03,2,0,1,NA
AFC,AFC_19,AFC_19_19,AFC_19_19_B04,1,1,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_B05,2,1,2,0
AFC,AFC_19,AFC_19_19,AFC_19_19_B06,2,0,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_B07,1,1,2,3
AFC,AFC_19,AFC_19_19,AFC_19_19_B08,2,1,0,3
AFC,AFC_19,AFC_19_19,AFC_19_19_B09,1,2,2,0
AFC,AFC_19,AFC_19_19,AFC_19_19_B10,3,1,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_B11,1,0,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_B12,0,1,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_C01,1,2,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_C02,0,2,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_C03,1,1,1,4
AFC,AFC_19,AFC_19_19,AFC_19_19_C04,1,2,0,0
AFC,AFC_19,AFC_19_19,AFC_19_19_C05,3,1,1,4
AFC,AFC_19,AFC_19_19,AFC_19_19_C06,1,0,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_C07,1,0,0,3
AFC,AFC_19,AFC_19_19,AFC_19_19_C08,1,1,0,4
AFC,AFC_19,AFC_19_19,AFC_19_19_C09,1,2,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_C10,2,0,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_C11,0,0,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_C12,1,1,2,4
AFC,AFC_19,AFC_19_19,AFC_19_19_D01,0,2,2,1
AFC,AFC_19,AFC_19_19,AFC_19_19_D02,0,1,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_D03,0,1,1,4
AFC,AFC_19,AFC_19_19,AFC_19_19_D04,0,0,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_D05,3,2,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_D06,2,0,2,3
AFC,AFC_19,AFC_19_19,AFC_19_19_D07,1,0,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_D08,2,1,0,0
AFC,AFC_19,AFC_19_19,AFC_19_19_D09,1,0,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_D10,0,1,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_D11,2,0,0,5
AFC,AFC_19,AFC_19_19,AFC_19_19_D12,1,2,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_E01,1,1,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_E02,2,1,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_E03,0,0,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_E04,1,2,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_E05,0,0,2,2
AFC,AFC_19,AFC_19_19,AFC_19_19_E07,2,2,3,0
AFC,AFC_19,AFC_19_19,AFC_19_19_E09,2,0,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_E10,1,1,0,5
AFC,AFC_19,AFC_19_19,AFC_19_19_E11,2,1,2,4
AFC,AFC_19,AFC_19_19,AFC_19_19_E12,0,1,2,1
AFC,AFC_19,AFC_19_19,AFC_19_19_F01,2,1,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_F02,1,1,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_F03,1,2,0,3
AFC,AFC_19,AFC_19_19,AFC_19_19_F04,1,0,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_F05,4,1,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_F06,0,1,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_F07,4,1,2,2
AFC,AFC_19,AFC_19_19,AFC_19_19_F08,2,0,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_F09,1,0,0,0
AFC,AFC_19,AFC_19_19,AFC_19_19_F10,0,1,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_F11,2,1,0,3
AFC,AFC_19,AFC_19_19,AFC_19_19_F12,1,0,1,4
AFC,AFC_19,AFC_19_19,AFC_19_19_G01,0,2,2,1
AFC,AFC_19,AFC_19_19,AFC_19_19_G02,0,1,2,3
AFC,AFC_19,AFC_19_19,AFC_19_19_G03,1,0,2,4
AFC,AFC_19,AFC_19_19,AFC_19_19_G04,1,1,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_G05,2,0,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_G06,5,1,1,3
AFC,AFC_19,AFC_19_19,AFC_19_19_G07,2,2,1,5
AFC,AFC_19,AFC_19_19,AFC_19_19_G08,2,1,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_G09,0,2,0,1
AFC,AFC_19,AFC_19_19,AFC_19_19_G10,2,1,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_G11,1,1,0,2
AFC,AFC_19,AFC_19_19,AFC_19_19_H01,2,0,1,2
AFC,AFC_19,AFC_19_19,AFC_19_19_H07,5,0,1,NA
AFC,AFC_19,AFC_19_19,AFC_19_19_H08,1,2,1,0
AFC,AFC_19,AFC_19_19,AFC_19_19_H09,0,0,1,1
AFC,AFC_19,AFC_19_19,AFC_19_19_H10,2,0,1,3
AFC,AFC_19,AFC_19_20,AFC_19_20_A10,2,0,0,1
AFC,AFC_19,AFC_19_20,AFC_19_20_A11,1,1,2,2
AFC,AFC_19,AFC_19_20,AFC_19_20_A12,1,1,1,1
AFC,AFC_19,AFC_19_20,AFC_19_20_B01,1,1,1,2
AFC,AFC_19,AFC_19_20,AFC_19_20_B02,2,2,0,4
AFC,AFC_19,AFC_19_20,AFC_19_20_B03,3,0,1,1
AFC,AFC_19,AFC_19_20,AFC_19_20_B04,1,0,2,2
AFC,AFC_19,AFC_19_20,AFC_19_20_B05,0,0,2,3
AFC,AFC_19,AFC_19_20,AFC_19_20_B07,0,0,2,0
AFC,AFC_19,AFC_19_20,AFC_19_20_B08,3,1,0,1
AFC,AFC_19,AFC_19_20,AFC_19_20_B09,0,0,1,1
AFC,AFC_19,AFC_19_20,AFC_19_20_B10,0,0,1,3
AFC,AFC_19,AFC_19_20,AFC_19_20_B11,2,0,0,3
AFC,AFC_19,AFC_19_20,AFC_19_20_B12,1,3,1,2
AFC,AFC_19,AFC_19_20,AFC_19_20_C01,1,0,2,0
AFC,AFC_19,AFC_19_20,AFC_19_20_C02,4,0,2,0
AFC,AFC_19,AFC_19_20,AFC_19_20_C04,1,1,1,2
AFC,AFC_19,AFC_19_20,AFC_19_20_C05,1,1,1,2
AFC,AFC_19,AFC_19_20,AFC_19_20_C06,0,0,0,3
AFC,AFC_19,AFC_19_20,AFC_19_20_C07,3,2,1,2
AFC,AFC_19,AFC_19_20,AFC_19_20_C08,2,2,2,4
AFC,AFC_19,AFC_19_20,AFC_19_20_C09,3,0,0,2
AFC,AFC_19,AFC_19_20,AFC_19_20_C10,3,3,1,1
AFC,AFC_19,AFC_19_20,AFC_19_20_C11,3,0,1,2
AFC,AFC_19,AFC_19_20,AFC_19_20_C12,1,3,1,5
AFC,AFC_19,AFC_19_20,AFC_19_20_D01,2,1,1,1
AFC,AFC_19,AFC_19_20,AFC_19_20_D02,2,1,0,3
AFC,AFC_19,AFC_19_20,AFC_19_20_D03,0,0,0,3
AFC,AFC_19,AFC_19_20,AFC_19_20_D04,1,0,0,1
AFC,AFC_19,AFC_19_20,AFC_19_20_D05,1,0,0,2
AFC,AFC_19,AFC_19_20,AFC_19_20_D06,0,1,0,1
