2	488847	968548
2	968549	1281759
2	1281760	1428701
2	2010774	3010065
2	3010066	3216217
2	3216218	3508479
2	3508480	3925945
2	3925946	4152879
2	4152880	4355610
2	4355611	4483793
2	4483794	4919303
2	4919304	5114300
2	5114301	5532636
2	5532637	5696113
2	5726001	5849229
2	5849230	6027590
2	6027591	6740116
2	6762515	7143550
2	7143551	8198454
2	8249660	8658439
2	8658440	8768892
2	8768893	9797689
2	9842286	10007212
2	10007213	10123231
2	10123232	10278827
2	10278828	10858667
2	11030004	11186311
2	11186312	11265584
2	11265585	11532757
2	11532758	12348117
2	12348118	13329210
2	13329211	13657602
2	13657603	13975329
2	13975330	14272002
2	14272003	14646111
2	14646112	15176086
2	16112054	16711663
2	16711664	17740749
2	17740750	18490884
2	18490885	18807140
2	18807141	19098284
2	19098285	19238806
2	19254236	19776702
2	19776703	20875275
2	20875276	21582829
2	21582830	21871462
2	21871463	22811484
2	22811485	23232462
2	23232463	23329922
2	23329923	23569552
2	23569553	24232980
2	24232981	24775434
2	26362869	26841008
2	26841009	27521154
2	27521155	27830567
2	27830568	28569054
2	28569055	28823629
3	2228605	2615082
3	2615083	2774828
3	2774829	3073478
3	3073479	3318993
3	3318995	4568958
3	4568959	4841439
3	4841440	5291055
3	5291056	5465513
3	5467516	5795812
3	5795813	6543080
3	6543081	7975226
3	7975227	8403399
3	8403400	8817992
3	8817993	9242770
3	9242771	9454485
3	9454493	9766842
3	9766843	9856609
3	9856610	10044141
3	10044142	10387751
3	10387752	10696061
3	10704068	11070702
3	11070703	11299934
3	13048410	13505611
3	13505612	14989404
3	16887907	17546544
3	17546545	18485921
3	18485922	18651495
4_group1	2483000	3431585
4_group1	3431586	3614302
4_group1	4553386	4709929
4_group1	4709930	4848765
4_group3	1022225	1298826
4_group3	6706033	6959490
4_group3	6959491	7546655
4_group3	7546656	8052420
4_group3	8052421	8271666
4_group3	8271667	8575381
4_group3	8575382	8643289
4_group3	9614584	11071032
4_group3	11088978	11518999
4_group3	11519000	11651266
4_group4	13703	328275
4_group4	328276	1014806
4_group4	1014807	1473334
4_group4	1473335	2087285
4_group4	2365837	3005304
4_group4	3005305	3193709
4_group4	3193710	3722024
4_group4	3722025	4638027
4_group4	4638028	5549663
4_group4	5587639	6236352
4_group5	983354	1153798
4_group5	1153799	1611113
4_group5	1611114	1975279
4_group5	2019422	2383836
XL_group1a	1177129	1589620
XL_group1a	1589621	1993661
XL_group1a	1993662	2073287
XL_group1a	2073288	2431539
XL_group1a	2431540	2589139
XL_group1a	2926945	2998355
XL_group1a	2998356	3386550
XL_group1a	3386551	3830879
XL_group1a	5837005	6203407
XL_group1a	6203408	6330086
XL_group1a	6330087	6745253
XL_group1a	6745254	7321648
XL_group1a	7321649	7998149
XL_group1e	132033	523491
XL_group1e	523492	597343
XL_group1e	597344	1370417
XL_group1e	1370418	2107121
XL_group1e	2107122	3067043
XL_group1e	3067044	3392941
XL_group1e	3392942	3541184
XL_group1e	3541185	3621454
XL_group1e	3621455	3721902
XL_group1e	3721903	4407525
XL_group1e	4407526	4533560
XL_group1e	4533561	4792841
XL_group1e	4792842	5164210
XL_group1e	5164211	5453063
XL_group1e	5453064	5518351
XL_group1e	7320427	7510297
XL_group1e	7510298	7659233
XL_group1e	7705255	7865991
XL_group1e	7865992	8444802
XL_group1e	8444803	8758455
XL_group1e	8758456	9197366
XL_group1e	9197367	9586207
XL_group1e	9586208	9801761
XL_group1e	9801762	10372396
XL_group1e	10372397	10729319
XL_group1e	11117735	12087935
XL_group1e	12087936	12421526
XL_group3a	483861	1037456
XR_group3a	193729	1161051
XR_group3a	193729	218124
XR_group6	124208	745917
XR_group6	751551	1029428
XR_group6	1029429	1247209
XR_group6	1247210	1533947
XR_group6	1533948	1635960
XR_group6	1635961	1755957
XR_group6	1755958	2701177
XR_group6	2701178	2932015
XR_group6	3489468	4059678
XR_group6	4059679	4706081
XR_group6	4706082	5025513
XR_group6	5025514	5233007
XR_group6	5233008	5846225
XR_group6	5846226	6155601
XR_group6	6155602	7068319
XR_group6	9152069	9723019
XR_group6	9723020	9898777
XR_group6	9898778	9979007
XR_group6	9979016	10912836
XR_group6	10912837	11096481
XR_group6	11096482	11840005
XR_group6	11840006	12502025
XR_group8	115366	896363
XR_group8	896364	1633766
XR_group8	1633767	2175541
XR_group8	2175542	2450430
XR_group8	3007165	3115918
XR_group8	3115919	3499636
XR_group8	5562316	6098157
XR_group8	6098158	6879186
XR_group8	6879187	7011728
XR_group8	7011729	7169826
XR_group8	7169827	7349431
XR_group8	7349432	7712802
XR_group8	7712803	8158493
XR_group8	8358083	8564439
