id chr crossovers
AFC_48_17_C03 4 1
AFC_48_17_C04 4 0
AFC_48_17_C05 4 2
AFC_48_17_C06 4 2
AFC_48_17_C07 4 1
AFC_48_17_C08 4 1
AFC_48_17_C09 4 2
AFC_48_17_C10 4 1
AFC_48_17_C11 4 0
AFC_48_17_C12 4 1
AFC_48_17_D01 4 2
AFC_48_17_D02 4 1
AFC_48_17_D03 4 1
AFC_48_17_D04 4 0
AFC_48_17_D05 4 4
AFC_48_17_D06 4 0
AFC_48_17_D07 4 1
AFC_48_17_D08 4 0
AFC_48_17_D09 4 1
AFC_48_17_D10 4 2
AFC_48_17_D11 4 0
AFC_48_17_D12 4 0
AFC_48_17_E01 4 1
AFC_48_17_E02 4 1
AFC_48_17_E03 4 2
AFC_48_17_E04 4 2
AFC_48_17_E05 4 2
AFC_48_17_E06 4 1
AFC_48_17_E07 4 0
AFC_48_17_E08 4 0
AFC_48_17_E09 4 1
AFC_48_17_E10 4 2
AFC_48_17_E11 4 0
AFC_48_17_E12 4 2
AFC_48_17_F01 4 1
AFC_48_17_F02 4 1
AFC_48_17_F03 4 1
AFC_48_17_F04 4 1
AFC_48_17_F05 4 0
AFC_48_17_F06 4 2
AFC_48_17_F07 4 2
AFC_48_17_F08 4 3
AFC_48_17_F09 4 3
AFC_48_17_F10 4 1
AFC_48_17_F11 4 1
AFC_48_17_F12 4 0
AFC_48_17_G01 4 2
AFC_48_17_G02 4 1
AFC_48_17_G03 4 1
AFC_48_17_G04 4 0
AFC_48_17_G05 4 1
AFC_48_17_G06 4 2
AFC_48_17_G07 4 0
AFC_48_17_G08 4 1
AFC_48_17_G09 4 1
AFC_48_17_G10 4 0
AFC_48_17_G11 4 1
AFC_48_17_G12 4 0
AFC_48_17_H02 4 1
AFC_48_17_H03 4 0
AFC_48_17_H04 4 1
AFC_48_17_H05 4 0
AFC_48_17_H06 4 1
AFC_48_17_H08 4 2
AFC_48_17_H09 4 1
AFC_48_17_H10 4 3
AFC_48_17_H11 4 1
AFC_48_17_H12 4 2
AFC_48_18_C04 4 0
AFC_48_18_C05 4 2
AFC_48_18_C06 4 0
AFC_48_18_D03 4 3
AFC_48_18_D04 4 1
AFC_48_18_D05 4 3
AFC_48_18_D06 4 1
AFC_48_18_D07 4 1
AFC_48_18_D08 4 2
AFC_48_18_D09 4 1
AFC_48_18_E02 4 0
AFC_48_18_E03 4 1
AFC_48_18_E04 4 2
AFC_48_18_E05 4 1
AFC_48_18_E06 4 1
AFC_48_18_E07 4 2
AFC_48_18_E08 4 1
AFC_48_18_E09 4 0
AFC_48_18_F01 4 1
AFC_48_18_F02 4 2
AFC_48_18_F03 4 2
AFC_48_18_F04 4 2
AFC_48_18_F06 4 1
AFC_48_18_F07 4 2
AFC_48_18_F08 4 0
AFC_48_18_F09 4 0
AFC_48_18_G01 4 2
AFC_48_18_G02 4 1
AFC_48_18_G03 4 0
AFC_48_18_G04 4 1
AFC_48_18_G05 4 2
AFC_48_18_G06 4 1
AFC_48_18_G07 4 0
AFC_48_18_G08 4 1
AFC_48_18_G09 4 0
AFC_48_18_H01 4 1
AFC_48_18_H02 4 1
AFC_48_18_H03 4 1
AFC_48_18_H04 4 2
AFC_48_18_H05 4 1
AFC_48_18_H06 4 1
AFC_48_18_H07 4 1
AFC_48_18_H08 4 0
AFC_48_18_H09 4 1
AFC_48_18_H10 4 0
AFC_48_19_B01 4 2
AFC_48_19_B02 4 0
AFC_48_19_B03 4 1
AFC_48_19_B04 4 2
AFC_48_19_B06 4 0
AFC_48_19_B07 4 1
AFC_48_19_B08 4 2
AFC_48_19_B09 4 1
AFC_48_19_B10 4 1
AFC_48_19_B11 4 2
AFC_48_19_C01 4 1
AFC_48_19_C02 4 1
AFC_48_19_C03 4 1
AFC_48_19_C04 4 1
AFC_48_19_C05 4 2
AFC_48_19_C06 4 1
AFC_48_19_C07 4 1
AFC_48_19_C08 4 1
AFC_48_19_C09 4 1
AFC_48_19_C10 4 1
AFC_48_19_C11 4 0
AFC_48_19_C12 4 3
AFC_48_19_D01 4 2
AFC_48_19_D02 4 2
AFC_48_19_D03 4 1
AFC_48_19_D04 4 1
AFC_48_19_D05 4 1
AFC_48_19_D06 4 1
AFC_48_19_D07 4 1
AFC_48_19_D08 4 2
AFC_48_19_D09 4 0
AFC_48_19_D10 4 3
AFC_48_19_D11 4 2
AFC_48_19_D12 4 0
AFC_48_19_E01 4 2
AFC_48_19_E02 4 1
AFC_48_19_E03 4 1
AFC_48_19_E04 4 0
AFC_48_19_E05 4 1
AFC_48_19_E06 4 0
AFC_48_19_E07 4 0
AFC_48_19_E08 4 1
AFC_48_19_E09 4 1
AFC_48_19_E10 4 2
AFC_48_19_E11 4 0
AFC_48_19_E12 4 1
AFC_48_19_F01 4 2
AFC_48_19_F02 4 2
AFC_48_19_F03 4 1
AFC_48_19_F04 4 0
AFC_48_19_F05 4 3
AFC_48_19_F06 4 1
AFC_48_19_F07 4 3
AFC_48_19_F08 4 1
AFC_48_19_F09 4 2
AFC_48_19_F10 4 2
AFC_48_19_F11 4 1
AFC_48_19_G01 4 1
AFC_48_19_G02 4 1
AFC_48_19_G03 4 3
AFC_48_19_G04 4 1
AFC_48_19_G05 4 1
AFC_48_19_G06 4 0
AFC_48_19_G07 4 0
AFC_48_19_G08 4 1
AFC_48_19_G09 4 1
AFC_48_19_G10 4 1
AFC_48_19_G11 4 0
AFC_48_20_B01 4 0
AFC_48_20_B02 4 0
AFC_48_20_B03 4 0
AFC_48_20_B04 4 1
AFC_48_20_B05 4 1
AFC_48_20_B06 4 2
AFC_48_20_B07 4 1
AFC_48_20_B08 4 1
AFC_48_20_B09 4 0
AFC_48_20_B10 4 2
AFC_48_20_B11 4 2
AFC_48_20_C01 4 0
AFC_48_20_C02 4 2
AFC_48_20_C03 4 1
AFC_48_20_C04 4 2
AFC_48_20_C05 4 2
AFC_48_20_C06 4 1
AFC_48_20_C07 4 1
AFC_48_20_C08 4 1
AFC_48_20_C09 4 1
AFC_48_20_C10 4 2
AFC_48_20_C11 4 0
AFC_48_20_D01 4 1
AFC_48_20_D02 4 0
AFC_48_20_D03 4 3
AFC_48_20_D04 4 1
AFC_48_20_D05 4 1
AFC_48_20_D06 4 1
AFC_48_20_D08 4 0
AFC_48_20_D09 4 3
AFC_48_20_D10 4 3
AFC_48_20_D11 4 0
AFC_48_20_D12 4 2
AFC_48_20_E01 4 1
AFC_48_20_E02 4 2
AFC_48_20_E03 4 1
AFC_48_20_E04 4 1
AFC_48_20_E05 4 1
AFC_48_20_E06 4 2
AFC_48_20_E07 4 2
AFC_48_20_E08 4 0
AFC_48_20_E09 4 0
AFC_48_20_E10 4 0
AFC_48_20_E11 4 0
AFC_48_20_E12 4 2
AFC_48_20_F01 4 0
AFC_48_20_F02 4 1
AFC_48_20_F03 4 2
AFC_48_20_F04 4 1
AFC_48_20_F05 4 0
AFC_48_20_F06 4 2
AFC_48_20_F07 4 1
AFC_48_20_F08 4 0
AFC_48_20_F09 4 1
AFC_48_20_F10 4 1
AFC_48_20_F11 4 1
AFC_48_20_F12 4 1
AFC_48_20_G01 4 1
AFC_48_20_G02 4 0
AFC_48_20_G03 4 1
AFC_48_20_G04 4 1
AFC_48_20_G05 4 0
AFC_48_20_G06 4 2
AFC_48_20_G07 4 1
AFC_48_20_G08 4 0
AFC_48_20_G09 4 1
AFC_48_20_G10 4 1
AFC_48_20_G11 4 1
AFC_48_20_H02 4 1
AFC_48_20_H03 4 0
AFC_48_20_H09 4 3
AFC_48_20_H10 4 1
AFC_49_15_A01 4 3
AFC_49_15_A03 4 1
AFC_49_15_A04 4 3
AFC_49_15_A05 4 1
AFC_49_15_A06 4 1
AFC_49_15_A07 4 0
AFC_49_15_A08 4 0
AFC_49_15_A11 4 0
AFC_49_15_A12 4 0
AFC_49_15_B01 4 0
AFC_49_15_B02 4 0
AFC_49_15_B03 4 1
AFC_49_15_B04 4 1
AFC_49_15_B05 4 2
AFC_49_15_B06 4 1
AFC_49_15_B07 4 1
AFC_49_15_B08 4 1
AFC_49_15_B09 4 0
AFC_49_15_B11 4 0
AFC_49_15_B12 4 1
AFC_49_15_C01 4 2
AFC_49_15_C02 4 1
AFC_49_15_C03 4 1
AFC_49_15_C04 4 0
AFC_49_15_C05 4 1
AFC_49_15_C06 4 1
AFC_49_15_C07 4 1
AFC_49_15_C08 4 1
AFC_49_15_C09 4 1
AFC_49_15_C10 4 2
AFC_49_15_C11 4 0
AFC_49_15_C12 4 2
AFC_49_15_D01 4 1
AFC_49_15_D02 4 1
AFC_49_15_D03 4 0
AFC_49_15_D04 4 2
AFC_49_15_D05 4 0
AFC_49_15_D06 4 2
AFC_49_15_D07 4 1
AFC_49_15_D08 4 0
AFC_49_15_D09 4 0
AFC_49_15_D10 4 0
AFC_49_15_D11 4 1
AFC_49_15_D12 4 0
AFC_49_15_E01 4 1
AFC_49_15_E02 4 1
AFC_49_15_E03 4 0
AFC_49_15_E04 4 1
AFC_49_15_E05 4 1
AFC_49_15_E06 4 1
AFC_49_15_E07 4 1
AFC_49_15_E08 4 0
AFC_49_15_E09 4 0
AFC_49_15_E10 4 0
AFC_49_15_E11 4 1
AFC_49_15_E12 4 0
AFC_49_15_F01 4 0
AFC_49_15_F02 4 2
AFC_49_15_F03 4 1
AFC_49_15_F04 4 0
AFC_49_15_F05 4 0
AFC_49_15_F06 4 1
AFC_49_15_F07 4 0
AFC_49_15_F08 4 1
AFC_49_15_F09 4 1
AFC_49_15_F11 4 0
AFC_49_15_F12 4 1
AFC_49_15_G01 4 1
AFC_49_15_G02 4 2
AFC_49_15_G03 4 1
AFC_49_15_G04 4 0
AFC_49_15_G05 4 0
AFC_49_15_G06 4 3
AFC_49_15_G07 4 1
AFC_49_15_G08 4 2
AFC_49_15_G09 4 1
AFC_49_15_G10 4 0
AFC_49_15_G11 4 0
AFC_49_15_G12 4 0
AFC_49_15_H01 4 1
AFC_49_15_H02 4 1
AFC_49_15_H03 4 2
AFC_49_15_H04 4 2
AFC_49_15_H05 4 1
AFC_49_15_H06 4 2
AFC_49_15_H07 4 2
AFC_49_15_H08 4 0
AFC_49_15_H09 4 0
AFC_49_15_H10 4 0
AFC_49_16_A01 4 2
AFC_49_16_A02 4 0
AFC_49_16_A03 4 2
AFC_49_16_A05 4 4
AFC_49_16_A06 4 2
AFC_49_16_A07 4 2
AFC_49_16_A08 4 1
AFC_49_16_A09 4 1
AFC_49_16_A10 4 1
AFC_49_16_A11 4 1
AFC_49_16_A12 4 1
AFC_49_16_B01 4 0
AFC_49_16_B02 4 2
AFC_49_16_B03 4 1
AFC_49_16_B05 4 3
AFC_49_16_B06 4 1
AFC_49_16_B07 4 0
AFC_49_16_B08 4 0
AFC_49_16_B09 4 2
AFC_49_16_B10 4 1
AFC_49_16_B11 4 2
AFC_49_16_B12 4 1
AFC_49_16_C01 4 1
AFC_49_16_C03 4 0
AFC_49_16_C04 4 1
AFC_49_16_C07 4 1
AFC_49_16_C08 4 1
AFC_49_16_C09 4 1
AFC_49_16_C10 4 1
AFC_49_16_C11 4 1
AFC_49_16_C12 4 1
AFC_49_16_D01 4 1
AFC_49_16_D02 4 0
AFC_49_16_D03 4 0
AFC_49_16_D04 4 1
AFC_49_16_D05 4 1
AFC_49_16_D06 4 1
AFC_49_16_D07 4 0
AFC_49_16_D08 4 0
AFC_49_16_D09 4 0
AFC_49_16_D10 4 0
AFC_49_16_D11 4 0
AFC_49_16_D12 4 1
AFC_49_16_E01 4 0
AFC_49_16_E02 4 0
AFC_49_16_E03 4 2
AFC_49_16_E04 4 1
AFC_49_16_E06 4 0
AFC_49_16_E07 4 0
AFC_49_16_E08 4 3
AFC_49_16_E09 4 1
AFC_49_16_E10 4 2
AFC_49_16_E11 4 0
AFC_49_16_E12 4 2
AFC_49_16_F01 4 0
AFC_49_16_F02 4 0
AFC_49_16_F03 4 1
AFC_49_16_F04 4 5
AFC_49_16_F05 4 2
AFC_49_16_F06 4 2
AFC_49_16_F08 4 0
AFC_49_16_F09 4 3
AFC_49_16_F10 4 1
AFC_49_16_F11 4 2
AFC_49_16_F12 4 0
AFC_49_16_G01 4 0
AFC_49_16_G02 4 0
AFC_49_16_G03 4 1
AFC_49_16_G04 4 2
AFC_49_16_G05 4 1
AFC_49_16_G06 4 1
AFC_49_16_G07 4 1
AFC_49_16_G08 4 0
AFC_49_16_G09 4 1
AFC_49_16_G10 4 3
AFC_49_16_G11 4 0
AFC_49_16_H01 4 1
AFC_49_16_H02 4 1
AFC_49_16_H03 4 2
AFC_49_16_H04 4 0
AFC_49_16_H05 4 0
AFC_49_16_H06 4 1
AFC_49_16_H07 4 1
AFC_49_16_H08 4 1
AFC_49_16_H09 4 0
AFC_49_17_A01 4 2
AFC_49_17_A02 4 1
AFC_49_17_A03 4 2
AFC_49_17_A04 4 1
AFC_49_17_A05 4 1
AFC_49_17_A06 4 1
AFC_49_17_A07 4 1
AFC_49_17_A08 4 2
AFC_49_17_A09 4 1
AFC_49_17_A10 4 1
AFC_49_17_A11 4 1
AFC_49_17_B01 4 2
AFC_49_17_B02 4 1
AFC_49_17_B03 4 1
AFC_49_17_B04 4 1
AFC_49_17_B05 4 0
AFC_49_17_B06 4 0
AFC_49_17_B07 4 1
AFC_49_17_B08 4 0
AFC_49_17_B09 4 2
AFC_49_17_B10 4 1
AFC_49_17_B11 4 1
AFC_49_17_B12 4 1
AFC_49_17_C01 4 1
AFC_49_17_C02 4 1
AFC_49_17_C03 4 1
AFC_49_17_C04 4 1
AFC_49_17_C05 4 0
AFC_49_17_C06 4 1
AFC_49_17_C07 4 0
AFC_49_17_C08 4 1
AFC_49_17_C09 4 2
AFC_49_17_C10 4 1
AFC_49_17_C11 4 1
AFC_49_17_C12 4 1
AFC_49_17_D01 4 1
AFC_49_17_D02 4 0
AFC_49_17_D03 4 1
AFC_49_17_D04 4 1
AFC_49_17_D05 4 2
AFC_49_17_D06 4 1
AFC_49_17_D07 4 1
AFC_49_17_D08 4 1
AFC_49_17_D09 4 0
AFC_49_17_D10 4 1
AFC_49_17_D11 4 0
AFC_49_17_D12 4 1
AFC_49_17_E01 4 0
AFC_49_17_E02 4 1
AFC_49_17_E03 4 2
AFC_49_17_E04 4 2
AFC_49_17_E05 4 1
AFC_49_17_E06 4 1
AFC_49_17_E07 4 2
AFC_49_17_E08 4 2
AFC_49_17_E09 4 1
AFC_49_17_E10 4 1
AFC_49_17_E11 4 0
AFC_49_17_E12 4 1
AFC_49_17_F01 4 2
AFC_49_17_F02 4 2
AFC_49_17_F03 4 0
AFC_49_17_F04 4 1
AFC_49_17_F05 4 1
AFC_49_17_F06 4 0
AFC_49_17_F09 4 1
AFC_49_17_F10 4 2
AFC_49_17_F12 4 1
AFC_49_17_G01 4 1
AFC_49_17_G02 4 0
AFC_49_17_G03 4 1
AFC_49_17_G04 4 2
AFC_49_17_G05 4 0
AFC_49_17_G06 4 2
AFC_49_17_G10 4 0
AFC_49_17_G11 4 1
AFC_49_17_G12 4 2
AFC_49_17_H01 4 2
AFC_49_17_H02 4 1
AFC_49_17_H03 4 0
AFC_49_17_H04 4 0
AFC_49_17_H05 4 1
AFC_49_17_H12 4 1
AFC_49_18_B01 4 2
AFC_49_18_B02 4 0
AFC_49_18_B03 4 1
AFC_49_18_B04 4 0
AFC_49_18_B05 4 1
AFC_49_18_B06 4 1
AFC_49_18_B07 4 1
AFC_49_18_B08 4 0
AFC_49_18_B09 4 1
AFC_49_18_B10 4 1
AFC_49_18_B11 4 0
AFC_49_18_C01 4 1
AFC_49_18_C02 4 0
AFC_49_18_C03 4 0
AFC_49_18_C04 4 0
AFC_49_18_C05 4 0
AFC_49_18_C06 4 0
AFC_49_18_C07 4 0
AFC_49_18_C08 4 1
AFC_49_18_C09 4 0
AFC_49_18_C10 4 1
AFC_49_18_C11 4 0
AFC_49_18_C12 4 2
AFC_49_18_D01 4 1
AFC_49_18_D02 4 0
AFC_49_18_D03 4 1
AFC_49_18_D04 4 2
AFC_49_18_D05 4 1
AFC_49_18_D06 4 0
AFC_49_18_D07 4 2
AFC_49_18_D08 4 1
AFC_49_18_D09 4 0
AFC_49_18_D10 4 1
AFC_49_18_D11 4 1
AFC_49_18_D12 4 1
AFC_49_18_E01 4 2
AFC_49_18_E02 4 0
AFC_49_18_E03 4 4
AFC_49_18_E04 4 2
AFC_49_18_E05 4 1
AFC_49_18_E06 4 1
AFC_49_18_E07 4 1
AFC_49_18_E08 4 1
AFC_49_18_E09 4 2
AFC_49_18_E10 4 1
AFC_49_18_E11 4 1
AFC_49_18_E12 4 1
AFC_49_18_F01 4 1
AFC_49_18_F02 4 3
AFC_49_18_F03 4 0
AFC_49_18_F04 4 0
AFC_49_18_F05 4 1
AFC_49_18_F07 4 1
AFC_49_18_F08 4 4
AFC_49_18_F09 4 1
AFC_49_18_F10 4 0
AFC_49_18_F11 4 2
AFC_49_18_F12 4 2
AFC_49_18_G01 4 1
AFC_49_18_G03 4 0
AFC_49_18_G04 4 1
AFC_49_18_G05 4 0
AFC_49_18_G06 4 1
AFC_49_18_G07 4 4
AFC_49_18_G08 4 0
AFC_49_18_G09 4 0
AFC_49_18_G10 4 1
AFC_49_18_G11 4 0
AFC_49_18_G12 4 0
AFC_49_18_H01 4 1
AFC_49_18_H02 4 2
AFC_49_18_H03 4 1
AFC_49_18_H04 4 1
AFC_49_18_H05 4 1
AFC_49_18_H06 4 0
AFC_49_18_H07 4 0
AFC_49_18_H08 4 0
AFC_49_18_H09 4 0
AFC_49_18_H10 4 2
AFC_49_18_H11 4 2
AFC_49_19_A01 4 1
AFC_49_19_A02 4 0
AFC_49_19_A03 4 0
AFC_49_19_A04 4 0
AFC_49_19_A05 4 1
AFC_49_19_A09 4 0
AFC_49_19_A10 4 1
AFC_49_19_A11 4 1
AFC_49_19_A12 4 0
AFC_49_19_B01 4 1
AFC_49_19_B02 4 1
AFC_49_19_B03 4 1
AFC_49_19_B04 4 0
AFC_49_19_B05 4 0
AFC_49_19_B06 4 1
AFC_49_19_B07 4 1
AFC_49_19_B08 4 0
AFC_49_19_B09 4 2
AFC_49_19_B10 4 0
AFC_49_19_B11 4 1
AFC_49_19_B12 4 3
AFC_49_19_C01 4 2
AFC_49_19_C02 4 1
AFC_49_19_C03 4 1
AFC_49_19_C04 4 0
AFC_49_19_C05 4 0
AFC_49_19_C06 4 0
AFC_49_19_C07 4 1
AFC_49_19_C08 4 0
AFC_49_19_C09 4 2
AFC_49_19_C10 4 1
AFC_49_19_C11 4 1
AFC_49_19_C12 4 0
AFC_49_19_D01 4 2
AFC_49_19_D02 4 1
AFC_49_19_D03 4 1
AFC_49_19_D04 4 3
AFC_49_19_D05 4 1
AFC_49_19_D06 4 1
AFC_49_19_D07 4 0
AFC_49_19_D08 4 0
AFC_49_19_D09 4 1
AFC_49_19_D10 4 2
AFC_49_19_D11 4 2
AFC_49_19_D12 4 1
AFC_49_19_E01 4 0
AFC_49_19_E02 4 1
AFC_49_19_E03 4 1
AFC_49_19_E04 4 1
AFC_49_19_E05 4 0
AFC_49_19_E06 4 1
AFC_49_19_E07 4 1
AFC_49_19_E08 4 0
AFC_49_19_E09 4 2
AFC_49_19_E10 4 1
AFC_49_19_E11 4 1
AFC_49_19_E12 4 0
AFC_49_19_F01 4 2
AFC_49_19_F03 4 2
AFC_49_19_F04 4 0
AFC_49_19_F05 4 2
AFC_49_19_F06 4 2
AFC_49_19_F07 4 1
AFC_49_19_F08 4 0
AFC_49_19_F09 4 1
AFC_49_19_F10 4 0
AFC_49_19_F11 4 0
AFC_49_19_F12 4 0
AFC_49_19_G01 4 0
AFC_49_19_G02 4 1
AFC_49_19_G03 4 0
AFC_49_19_G04 4 0
AFC_49_19_G05 4 1
AFC_49_19_G06 4 1
AFC_49_19_G07 4 1
AFC_49_19_G08 4 1
AFC_49_19_G09 4 2
AFC_49_19_G10 4 1
AFC_49_19_G11 4 0
AFC_49_19_G12 4 0
AFC_49_19_H08 4 1
AFC_49_19_H10 4 2
AFC_49_19_H11 4 1
AFC_49_20_A01 4 0
AFC_49_20_A02 4 1
AFC_49_20_A03 4 0
AFC_49_20_A04 4 3
AFC_49_20_A05 4 0
AFC_49_20_A06 4 2
AFC_49_20_A07 4 2
AFC_49_20_A08 4 0
AFC_49_20_A09 4 0
AFC_49_20_A10 4 1
AFC_49_20_A11 4 2
AFC_49_20_A12 4 0
AFC_49_20_B02 4 1
AFC_49_20_B03 4 0
AFC_49_20_B04 4 0
AFC_49_20_B05 4 1
AFC_49_20_B06 4 1
AFC_49_20_B07 4 0
AFC_49_20_B08 4 3
AFC_49_20_B09 4 1
AFC_49_20_B10 4 0
AFC_49_20_B11 4 0
AFC_49_20_B12 4 1
AFC_49_20_C01 4 1
AFC_49_20_C02 4 1
AFC_49_20_C03 4 0
AFC_49_20_C05 4 1
AFC_49_20_C06 4 1
AFC_49_20_C07 4 5
AFC_49_20_C08 4 1
AFC_49_20_C09 4 1
AFC_49_20_C10 4 0
AFC_49_20_C11 4 1
AFC_49_20_C12 4 0
AFC_49_20_D01 4 0
AFC_49_20_D02 4 0
AFC_49_20_D03 4 0
AFC_49_20_D04 4 0
AFC_49_20_D05 4 2
AFC_49_20_D06 4 1
AFC_49_20_D07 4 0
AFC_49_20_D08 4 2
AFC_49_20_D09 4 2
AFC_49_20_D11 4 1
AFC_49_20_D12 4 3
AFC_49_20_E01 4 2
AFC_49_20_E02 4 0
AFC_49_20_E03 4 2
AFC_49_20_E05 4 1
AFC_49_20_E06 4 1
AFC_49_20_E07 4 1
AFC_49_20_E08 4 2
AFC_49_20_E09 4 1
AFC_49_20_E10 4 1
AFC_49_20_E11 4 2
AFC_49_20_E12 4 0
AFC_49_20_F01 4 2
AFC_49_20_F02 4 1
AFC_49_20_F03 4 0
AFC_49_20_F04 4 0
AFC_49_20_F05 4 0
AFC_49_20_F06 4 3
AFC_49_20_F07 4 1
AFC_49_20_F08 4 1
AFC_49_20_F09 4 0
AFC_49_20_F10 4 2
AFC_49_20_F11 4 0
AFC_49_20_F12 4 0
AFC_49_20_G01 4 0
AFC_49_20_G02 4 0
AFC_49_20_G03 4 1
AFC_49_20_G04 4 0
AFC_49_20_G05 4 0
AFC_49_20_G06 4 1
AFC_49_20_G07 4 0
AFC_49_20_G08 4 1
AFC_49_20_G09 4 1
AFC_49_20_G10 4 2
AFC_49_20_G11 4 1
AFC_49_20_G12 4 0
AFC_49_20_H03 4 1
AFC_49_20_H08 4 1
AFC_49_20_H11 4 1
AFC_56_15_A06 4 3
AFC_56_15_A12 4 0
AFC_56_15_B02 4 2
AFC_56_15_B03 4 1
AFC_56_15_B04 4 0
AFC_56_15_B05 4 2
AFC_56_15_B06 4 1
AFC_56_15_B07 4 0
AFC_56_15_B08 4 0
AFC_56_15_B09 4 0
AFC_56_15_B12 4 2
AFC_56_15_C01 4 1
AFC_56_15_C02 4 0
AFC_56_15_C04 4 0
AFC_56_15_C05 4 1
AFC_56_15_C07 4 1
AFC_56_15_C08 4 1
AFC_56_15_C09 4 1
AFC_56_15_C10 4 0
AFC_56_15_C11 4 2
AFC_56_15_D01 4 2
AFC_56_15_D02 4 2
AFC_56_15_D03 4 1
AFC_56_15_D04 4 0
AFC_56_15_D05 4 2
AFC_56_15_D06 4 1
AFC_56_15_D07 4 2
AFC_56_15_D08 4 1
AFC_56_15_D09 4 2
AFC_56_15_D11 4 1
AFC_56_15_D12 4 1
AFC_56_15_E01 4 0
AFC_56_15_E02 4 0
AFC_56_15_E03 4 1
AFC_56_15_E04 4 0
AFC_56_15_E05 4 2
AFC_56_15_E06 4 0
AFC_56_15_E07 4 0
AFC_56_15_E08 4 1
AFC_56_15_E09 4 0
AFC_56_15_E10 4 2
AFC_56_15_E11 4 0
AFC_56_15_E12 4 1
AFC_56_15_F01 4 1
AFC_56_15_F02 4 0
AFC_56_15_F03 4 0
AFC_56_15_F04 4 2
AFC_56_15_F05 4 1
AFC_56_15_F06 4 2
AFC_56_15_F07 4 2
AFC_56_15_F08 4 0
AFC_56_15_F09 4 2
AFC_56_15_F10 4 1
AFC_56_15_F11 4 2
AFC_56_15_F12 4 1
AFC_56_15_G01 4 2
AFC_56_15_G03 4 0
AFC_56_15_G04 4 2
AFC_56_15_G05 4 0
AFC_56_15_G06 4 1
AFC_56_15_G07 4 0
AFC_56_15_G08 4 3
AFC_56_15_G09 4 2
AFC_56_15_G10 4 1
AFC_56_15_G11 4 0
AFC_56_15_G12 4 0
AFC_56_15_H01 4 2
AFC_56_15_H02 4 0
AFC_56_15_H03 4 0
AFC_56_15_H05 4 1
AFC_56_15_H06 4 0
AFC_56_15_H07 4 2
AFC_56_15_H08 4 2
AFC_56_15_H09 4 0
AFC_56_15_H10 4 1
AFC_56_15_H11 4 2
AFC_56_15_H12 4 2
AFC_56_16_A01 4 3
AFC_56_16_A02 4 1
AFC_56_16_A03 4 1
AFC_56_16_A04 4 2
AFC_56_16_A05 4 2
AFC_56_16_A06 4 0
AFC_56_16_A07 4 1
AFC_56_16_A08 4 1
AFC_56_16_A09 4 1
AFC_56_16_A10 4 1
AFC_56_16_A11 4 4
AFC_56_16_A12 4 1
AFC_56_16_B01 4 1
AFC_56_16_B02 4 1
AFC_56_16_B03 4 0
AFC_56_16_B04 4 2
AFC_56_16_B05 4 1
AFC_56_16_B06 4 1
AFC_56_16_B07 4 2
AFC_56_16_B08 4 0
AFC_56_16_B09 4 1
AFC_56_16_B10 4 1
AFC_56_16_B11 4 1
AFC_56_16_B12 4 2
AFC_56_16_C01 4 0
AFC_56_16_C02 4 2
AFC_56_16_C03 4 1
AFC_56_16_C04 4 1
AFC_56_16_C05 4 0
AFC_56_16_C06 4 3
AFC_56_16_C07 4 2
AFC_56_16_C08 4 2
AFC_56_16_C09 4 0
AFC_56_16_C10 4 2
AFC_56_16_C11 4 1
AFC_56_16_C12 4 0
AFC_56_16_D01 4 1
AFC_56_16_D02 4 1
AFC_56_16_D03 4 1
AFC_56_16_D04 4 2
AFC_56_16_D05 4 1
AFC_56_16_D06 4 1
AFC_56_16_D08 4 1
AFC_56_16_D09 4 0
AFC_56_16_D10 4 0
AFC_56_16_D11 4 1
AFC_56_16_D12 4 1
AFC_56_16_E01 4 3
AFC_56_16_E02 4 1
AFC_56_16_E03 4 0
AFC_56_16_E04 4 0
AFC_56_16_E05 4 1
AFC_56_16_E06 4 0
AFC_56_16_E07 4 1
AFC_56_16_E08 4 1
AFC_56_16_E09 4 1
AFC_56_16_E10 4 1
AFC_56_16_E11 4 1
AFC_56_16_E12 4 1
AFC_56_16_F03 4 0
AFC_56_16_F04 4 2
AFC_56_16_F05 4 0
AFC_56_16_F06 4 2
AFC_56_16_F07 4 1
AFC_56_16_F08 4 2
AFC_56_16_F09 4 1
AFC_56_16_F10 4 0
AFC_56_16_G02 4 1
AFC_56_16_G03 4 1
AFC_56_16_G04 4 2
AFC_56_16_G05 4 1
AFC_56_16_G06 4 2
AFC_56_16_G07 4 2
AFC_56_16_G08 4 2
AFC_56_16_G09 4 2
AFC_56_16_G10 4 0
AFC_56_16_G11 4 0
AFC_56_16_H05 4 0
AFC_56_16_H06 4 2
AFC_56_16_H07 4 2
AFC_56_16_H08 4 1
AFC_56_17_A01 4 0
AFC_56_17_A12 4 4
AFC_56_17_B01 4 1
AFC_56_17_B02 4 1
AFC_56_17_B04 4 1
AFC_56_17_B05 4 1
AFC_56_17_B06 4 2
AFC_56_17_B07 4 1
AFC_56_17_B08 4 2
AFC_56_17_B09 4 3
AFC_56_17_B10 4 1
AFC_56_17_B11 4 1
AFC_56_17_B12 4 1
AFC_56_17_C01 4 0
AFC_56_17_C02 4 1
AFC_56_17_C04 4 1
AFC_56_17_C05 4 1
AFC_56_17_C06 4 2
